"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","5.975990420521751E-5","18829","AIRN","false","AIRN"
"0.0","1.4873225824839753E-6","19555","OR51B2","false","OR51B2"
"0.0","1.8448295874733418E-4","16530","FECD3","false","FECD3"
"0.0","3.577178026120029E-5","19128","LCN1P1","false","LCN1P1"
"0.0","1.0064989881191122E-4","18112","MIR302A","false","MIR302A"
"0.0","7.91539757623264E-5","18447","ACTA2-AS1","false","ACTA2-AS1"
"0.0","1.0064989881191122E-4","18111","MIR378A","false","MIR378A"
"0.0","3.627559365288351E-5","19121","LIPI","false","LIPI"
"0.0","1.4712256653753137E-4","17020","USP17L18","false","USP17L18"
"0.0","1.3555167309436722E-4","17205","GPER1","false","GPER1"
"0.0","1.9430619424003486E-5","19335","SPATA31D3","false","SPATA31D3"
"0.0","3.476929128087115E-6","19516","HMX2","false","HMX2"
"0.0","3.379574899856722E-6","19519","TMEM158","false","TMEM158"
"0.0","6.412223071087515E-5","18768","TAS2R20","false","TAS2R20"
"0.0","1.5140349016552738E-4","16904","ZNF682","false","ZNF682"
"0.0","3.26958071973096E-5","19165","OPN5","false","OPN5"
"0.0","3.3091830357026226E-5","19158","MAS1L","false","MAS1L"
"0.0","3.7604235397240235E-5","19101","RPSAP52","false","RPSAP52"
"0.0","1.5140349016552738E-4","16903","ZNF527","false","ZNF527"
"0.0","2.6996731951261697E-5","19233","SLC35E2B","false","SLC35E2B"
"0.0","1.565911955391747E-6","19553","S100A5","false","S100A5"
"0.0","4.618123519846362E-6","19503","OR3A1","false","OR3A1"
"0.0","0.0033763750813828757","9536","TMEM151A","false","TMEM151A"
"0.0","2.4656538173092574E-7","19602","GPR65","false","GPR65"
"0.0","7.95587953336814E-5","18440","ADAMTS14","false","ADAMTS14"
"0.0","3.6866543421816595E-5","19113","GPR83","false","GPR83"
"0.0","2.9113720150751127E-4","15437","COX7B2","false","COX7B2"
"0.0","3.477072916708099E-5","19133","FAM181A","false","FAM181A"
"0.0","2.3329909310686902E-4","15978","GLYATL1","false","GLYATL1"
"0.0","8.723040771824792E-5","18308","MRGPRX4","false","MRGPRX4"
"0.0","2.523352929274979E-5","19247","EPHX3","false","EPHX3"
"0.0","5.751018438271464E-5","18857","SGPP2","false","SGPP2"
"0.0","1.5140349016552738E-4","16902","ZNF799","false","ZNF799"
"0.0","6.522840621600332E-5","18757","CALHM2","false","CALHM2"
"0.0","3.4046348875680866E-5","19141","PRSS27","false","PRSS27"
"0.0","2.2337240611771352E-4","16078","TMEM204","false","TMEM204"
"0.0","2.736223316777434E-4","15594","ERVMER34-1","false","ERVMER34-1"
"0.0","1.2424419373249533E-5","19418","FCGR1C","false","FCGR1C"
"0.0","1.4749863854348743E-5","19377","REG3G","false","REG3G"
"0.0","0.004990448906517419","7666","FIBIN","false","FIBIN"
"0.0","8.78757741573508E-7","19574","RBMY1B","false","RBMY1B"
"0.0","0.008043471226533837","5505","ZNF252P-AS1","false","ZNF252P-AS1"
"0.0","1.3075919968493798E-4","17332","ST8SIA2","false","ST8SIA2"
"0.0","0.004473874525492357","8385","TRGV3","false","TRGV3"
"0.0","8.868191419790686E-4","12378","PLD5","false","PLD5"
"0.0","0.016911916136097","2003","FFAR1","false","FFAR1"
"0.0","2.2760661856139755E-5","19283","ST8SIA6","false","ST8SIA6"
