"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","6.213554247436118E-5","18785","AIRN","false","AIRN"
"0.0","1.480993660578918E-6","19552","OR51B2","false","OR51B2"
"0.0","2.01580884469669E-4","16292","FECD3","false","FECD3"
"0.0","3.0287371094723588E-5","19202","LCN1P1","false","LCN1P1"
"0.0","9.978779936554552E-5","18048","MIR302A","false","MIR302A"
"0.0","8.959270935508404E-5","18227","ACTA2-AS1","false","ACTA2-AS1"
"0.0","9.978779936554552E-5","18047","MIR378A","false","MIR378A"
"0.0","4.50423443785843E-5","18996","LIPI","false","LIPI"
"0.0","1.6424565252670052E-4","16695","USP17L18","false","USP17L18"
"0.0","1.383074107858211E-4","17133","GPER1","false","GPER1"
"0.0","1.1577614665865699E-5","19440","SPATA31D3","false","SPATA31D3"
"0.0","3.3779521375640223E-6","19524","HMX2","false","HMX2"
"0.0","3.1445378224634993E-6","19528","TMEM158","false","TMEM158"
"0.0","5.574027670850104E-5","18864","TAS2R20","false","TAS2R20"
"0.0","1.511423570411339E-4","16943","ZNF682","false","ZNF682"
"0.0","2.3301900385181898E-5","19281","OPN5","false","OPN5"
"0.0","4.4181258174029324E-5","19010","MAS1L","false","MAS1L"
"0.0","3.3191225621461755E-5","19152","RPSAP52","false","RPSAP52"
"0.0","1.511423570411339E-4","16942","ZNF527","false","ZNF527"
"0.0","2.1989983310782353E-5","19305","SLC35E2B","false","SLC35E2B"
"0.0","1.3724679344734932E-6","19556","S100A5","false","S100A5"
"0.0","4.5495883823181354E-6","19507","OR3A1","false","OR3A1"
"0.0","3.799284521331429E-5","19079","TMEM151A","false","TMEM151A"
"0.0","3.0866426038885986E-7","19598","GPR65","false","GPR65"
"0.0","5.538750200556608E-5","18869","ADAMTS14","false","ADAMTS14"
"0.0","2.797697197478916E-5","19226","GPR83","false","GPR83"
"0.0","2.593128548731115E-4","15657","COX7B2","false","COX7B2"
"0.0","3.442142779739316E-5","19135","FAM181A","false","FAM181A"
"0.0","2.3581100941382808E-4","15903","GLYATL1","false","GLYATL1"
"0.0","8.349726523220083E-5","18331","MRGPRX4","false","MRGPRX4"
"0.0","2.488152537481597E-5","19256","EPHX3","false","EPHX3"
"0.0","4.313395663323264E-5","19020","SGPP2","false","SGPP2"
"0.0","1.511423570411339E-4","16941","ZNF799","false","ZNF799"
"0.0","6.596359780851687E-5","18715","CALHM2","false","CALHM2"
"0.0","2.5840377421382826E-5","19246","PRSS27","false","PRSS27"
"0.0","1.80010027247437E-4","16532","TMEM204","false","TMEM204"
"0.0","2.625169980980173E-4","15621","ERVMER34-1","false","ERVMER34-1"
"0.0","1.155966362812826E-6","19562","FCGR1C","false","FCGR1C"
"0.0","1.4649122400767403E-5","19385","REG3G","false","REG3G"
"0.0","0.001098873632851553","11786","FIBIN","false","FIBIN"
"0.0","8.047505174846552E-7","19577","RBMY1B","false","RBMY1B"
"0.0","0.0044913141680461835","8323","ZNF252P-AS1","false","ZNF252P-AS1"
"0.0","1.8271030134062608E-4","16500","ST8SIA2","false","ST8SIA2"
"0.0","0.004342487940810728","8535","TRGV3","false","TRGV3"
"0.0","9.217525415645314E-4","12202","PLD5","false","PLD5"
"0.0","0.017033984396244876","1978","FFAR1","false","FFAR1"
"0.0","1.2438133932958608E-5","19425","ST8SIA6","false","ST8SIA6"
"0.0","5.183662775929987E-6","19502","OR10G2","false","OR10G2"
"0.0","5.897443078837023E-5","18818","LOC100509457","false","LOC100509457"
"0.0","1.1240842407234755E-5","19449","OR6A2","false","OR6A2"
"0.0","5.480193562799675E-8","19616","PRIMA1","false","PRIMA1"
"0.0","2.016165790118104E-7","19604","OR4A15","false","OR4A15"
"0.0","1.153524741960967E-4","17475","XKRY2","false","XKRY2"
"0.0","6.737561889202331E-7","19581","OR6N1","false","OR6N1"
"0.0","1.4857530779467574E-7","19607","NKX6-2","false","NKX6-2"
"0.0","3.5123762100093673E-5","19125","OR51V1","false","OR51V1"
"0.0","1.0734580854442457E-4","17769","DHRS4L1","false","DHRS4L1"
"0.0","3.2580677743024695E-6","19526","PMS2P5","false","PMS2P5"
"0.0","1.2455881168579422E-4","17316","PRM3","false","PRM3"
"0.0","8.967560425928882E-5","18224","BPIFB6","false","BPIFB6"
"0.0","5.60843947137233E-7","19587","POTEH","false","POTEH"
"0.0","3.66868954414396E-5","19098","SCP2D1","false","SCP2D1"
"0.0","4.89882092871055E-5","18935","APOL5","false","APOL5"
"0.0","3.0486361125080288E-5","19200","OR7E24","false","OR7E24"
"0.0","4.424766791461799E-5","19009","GAS8-AS1","false","GAS8-AS1"
"0.0","3.274944905759585E-5","19159","HOXA6","false","HOXA6"
"0.0","5.947615743385364E-5","18814","OR4K3","false","OR4K3"
"0.0","4.6575345995248464E-5","18965","TAS2R39","false","TAS2R39"
"0.0","4.8949096071833074E-5","18937","LOC283788","false","LOC283788"
"0.0","7.518165119119902E-5","18479","ATP5L2","false","ATP5L2"
"0.0","6.443350208053155E-6","19496","HSD17B1P1","false","HSD17B1P1"
"0.0","3.955877561885099E-5","19064","PGA3","false","PGA3"
"0.0","5.7371306534788245E-5","18841","RPEL1","false","RPEL1"
"0.0","4.355745864359371E-4","14255","ACTRT2","false","ACTRT2"
"0.0","3.941219248565465E-5","19065","IL17D","false","IL17D"
"0.0","2.5807214880459548E-5","19248","GCNT4","false","GCNT4"
"0.0","2.117397224151201E-7","19602","VNN3","false","VNN3"
"0.0","1.5897918068014447E-5","19370","PRR25","false","PRR25"
"0.0","4.4441021849814975E-6","19508","OR2A2","false","OR2A2"
"0.0","2.8593846533186176E-5","19222","TMEM178A","false","TMEM178A"
"0.0","6.459835864257448E-8","19615","OR2T12","false","OR2T12"
"0.0","2.165167501991298E-5","19309","FAM92B","false","FAM92B"
"0.0","6.308411954990315E-5","18767","PAGE2B","false","PAGE2B"
"0.0","1.774460248529219E-4","16550","VEPH1","false","VEPH1"
"0.0","9.634323024128945E-5","18152","TMEM132E","false","TMEM132E"
"0.0","2.4550572324195264E-6","19541","OR14J1","false","OR14J1"
"0.0","8.546283963677348E-6","19485","CATSPER2","false","CATSPER2"
"0.0","2.2029633353198272E-5","19304","GOLGA6L6","false","GOLGA6L6"
"0.0","5.150934459815863E-7","19590","RTP1","false","RTP1"
"0.0","1.0837392742372136E-4","17759","OVOS2","false","OVOS2"
"0.0","4.1312872320224294E-6","19512","OR1N1","false","OR1N1"
"0.0","1.3306177104778822E-4","17217","TMEM116","false","TMEM116"
"0.0","0.00430515652875584","8585","GPAT2","false","GPAT2"
"0.0","3.2431511613016744E-5","19167","LOC146880","false","LOC146880"
"0.0","1.137184922391553E-4","17498","TAS2R38","false","TAS2R38"
"0.0","5.832908582468483E-5","18827","ALG1L","false","ALG1L"
"0.0","4.373226880231773E-6","19509","SPDYE3","false","SPDYE3"
"0.0","2.0664072930883223E-5","19328","DUX4L8","false","DUX4L8"
"0.0","4.89882092871055E-5","18934","OR13A1","false","OR13A1"
"0.0","4.262647641570057E-5","19026","OR11G2","false","OR11G2"
"0.0","3.0254972339694138E-5","19203","C8orf22","false","C8orf22"
"0.0","2.4262338680264005E-5","19263","CPT1C","false","CPT1C"
"0.0","1.3296080748214614E-4","17220","CLLU1OS","false","CLLU1OS"
"0.0","7.144685622619126E-5","18546","HES3","false","HES3"
"0.0","3.5123762100093673E-5","19124","IL19","false","IL19"
"0.0","3.152862588610966E-5","19184","FUNDC2P2","false","FUNDC2P2"
"0.0","7.067481179988032E-5","18560","ZNF321P","false","ZNF321P"
"0.0","1.8651775944585032E-5","19347","ADAM29","false","ADAM29"
"0.0","8.681685775079565E-5","18282","F8A2","false","F8A2"
"0.0","1.563110488922668E-6","19550","ARL9","false","ARL9"
"0.0","8.048923354319767E-5","18373","CPXCR1","false","CPXCR1"
"0.0","6.824969218421492E-5","18681","OR52N4","false","OR52N4"
"0.0","8.463827327473708E-7","19570","ARSD","false","ARSD"
"0.0","1.3572341909614517E-5","19404","PRY","false","PRY"
"0.0","2.6343603229665077E-5","19238","UGT1A3","false","UGT1A3"
"0.0","1.1508556593661463E-4","17479","OR5M8","false","OR5M8"
"0.0","8.006425296344824E-5","18378","HCRT","false","HCRT"
"0.0","1.306119905234209E-4","17253","ARMS2","false","ARMS2"
"0.0","1.9978717371450604E-5","19336","ASAH2","false","ASAH2"
"0.0","3.17659178703034E-5","19178","PCDHB9","false","PCDHB9"
"0.0","5.8555813173098205E-5","18823","UGT1A8","false","UGT1A8"
"0.0","0.0016952068127196432","10872","BTNL2","false","BTNL2"
"0.0","9.569762244031641E-5","18158","PMS2P3","false","PMS2P3"
"0.0","5.022489349642234E-5","18922","LRRC74A","false","LRRC74A"
"0.0","1.915582494664964E-4","16402","DBNDD1","false","DBNDD1"
"0.0","8.348552784994842E-5","18332","BEND6","false","BEND6"
"0.0","2.3404563086552838E-4","15919","C10orf53","false","C10orf53"
"0.0","1.1058008097521729E-5","19454","ACTRT3","false","ACTRT3"
"0.0","1.4768643761604936E-4","17000","NOBOX","false","NOBOX"
"0.0","1.5450769234923063E-5","19375","OR2H2","false","OR2H2"
"0.0","4.641756287038534E-5","18971","ZNF737","false","ZNF737"
"0.0","0.0048015694888004674","7877","ADAM7","false","ADAM7"
"0.0","3.0683844299161764E-5","19196","KIF25","false","KIF25"
"0.0","5.1440908394492286E-5","18909","OR4X2","false","OR4X2"
"0.0","4.4903873661279145E-5","18998","CPXM2","false","CPXM2"
"0.0","1.3407794374555257E-4","17166","RFNG","false","RFNG"
"0.0","4.161321355581003E-5","19039","PSAPL1","false","PSAPL1"
"0.0","1.686919290682425E-4","16648","TNFSF12-TNFSF13","false","TNFSF12-TNFSF13"
"0.0","7.802730394943381E-5","18416","BTBD17","false","BTBD17"
"0.0","8.684226055389844E-5","18281","BPIFC","false","BPIFC"
"0.0","2.037424731610121E-5","19330","OR2T2","false","OR2T2"
"0.0","4.7380235716457194E-5","18955","OR5L1","false","OR5L1"
"0.0","6.393680871576605E-5","18749","FAM169B","false","FAM169B"
"0.0","5.4713843568224445E-5","18878","TPI1P2","false","TPI1P2"
"0.0","1.8834354048277214E-4","16439","GSX2","false","GSX2"
"0.0","1.2735256423796484E-5","19420","OR2A25","false","OR2A25"
"0.0","6.699610827369412E-5","18706","BLOC1S5-TXNDC5","false","BLOC1S5-TXNDC5"
"0.0","4.534736017180183E-5","18991","OR1A1","false","OR1A1"
"0.0","4.4338551220895664E-5","19006","LOC646938","false","LOC646938"
"0.0","3.474779806017853E-5","19131","CRISP1","false","CRISP1"
"0.0","3.1723938778954334E-7","19597","UGT2A1","false","UGT2A1"
"0.0","3.250906548799892E-5","19163","STARD6","false","STARD6"
"0.0","2.836578385239328E-4","15435","SKOR1","false","SKOR1"
"0.0","4.7847296736865166E-5","18948","LINC00266-1","false","LINC00266-1"
"0.0","4.607304570590544E-5","18974","IGKV1D-13","false","IGKV1D-13"
"0.0","3.548770803660861E-5","19112","NLRP8","false","NLRP8"
"0.0","7.44811420444202E-6","19490","GPR160","false","GPR160"
"0.0","9.726267852731317E-5","18137","SLC5A10","false","SLC5A10"
"0.0","0.009078608753621983","4783","LEAP2","false","LEAP2"
"0.0","1.0126127879527108E-5","19470","OR51B5","false","OR51B5"
"0.0","7.103620700560778E-5","18557","OR5M11","false","OR5M11"
"0.0","5.988861413673664E-6","19497","PCDHGB6","false","PCDHGB6"
"0.0","1.0445806122859531E-4","17936","ZP2","false","ZP2"
"0.0","1.9016964359198354E-5","19344","MOGAT1","false","MOGAT1"
"0.0","3.234645287658563E-5","19168","PCDHB4","false","PCDHB4"
"0.0","1.167179097728457E-6","19561","SULT6B1","false","SULT6B1"
"0.0","0.0027887035472238097","9913","HOXC12","false","HOXC12"
"0.0","2.0490760565495815E-4","16241","DLL3","false","DLL3"
"0.0","6.425014521606881E-5","18739","BMPER","false","BMPER"
"0.0","0.004554995366553597","8235","GPR88","false","GPR88"
"0.0","0.0041624589653979915","8762","PDILT","false","PDILT"
"0.0","2.411191826584905E-4","15855","HOXA4","false","HOXA4"
"0.0","1.1836998277917783E-4","17444","PROK1","false","PROK1"
"0.0","2.4956591042297853E-4","15774","LHFP","false","LHFP"
"0.0","4.25625044875082E-5","19027","PATE2","false","PATE2"
"0.0","7.117558548030605E-5","18554","OR1A2","false","OR1A2"
"0.0","6.672491446061302E-5","18707","TAS2R50","false","TAS2R50"
"0.0","5.1318488770790184E-5","18911","SLC5A9","false","SLC5A9"
"0.0","5.624814367070591E-5","18859","OR4E2","false","OR4E2"
"0.0","7.381805216217E-5","18510","C7orf33","false","C7orf33"
"0.0","6.998425467165516E-4","12920","PLAC8L1","false","PLAC8L1"
"0.0","3.712937915330393E-4","14677","RPS2P32","false","RPS2P32"
"0.0","0.004062700003626563","8879","PRR27","false","PRR27"
"0.0","5.6392894901716626E-5","18858","OR52N5","false","OR52N5"
"0.0","1.4655649960287937E-6","19553","OR6C4","false","OR6C4"
"0.0","2.4981194407387833E-4","15772","FOXE3","false","FOXE3"
"0.0","0.004105233653403483","8838","SPINK14","false","SPINK14"
"0.0","3.580022799137331E-5","19108","OR2T33","false","OR2T33"
"0.0","0.014388200214583414","2651","RDH8","false","RDH8"
"0.0","4.632443114191702E-4","14095","WFDC11","false","WFDC11"
"0.0","7.738406432720786E-6","19489","FAM86B1","false","FAM86B1"
"0.0","1.1326688321312304E-4","17505","OR12D3","false","OR12D3"
"0.0","0.004110411065544548","8826","CHRNA10","false","CHRNA10"
"0.0","1.405863408678982E-4","17099","LRIT3","false","LRIT3"
"0.0","2.6351661697017475E-4","15614","C1orf95","false","C1orf95"
"0.0","7.295470808279955E-5","18524","OR1E1","false","OR1E1"
"0.0","1.533295748912698E-4","16835","SLC2A7","false","SLC2A7"
"0.0","1.2538318275927488E-4","17304","LIPK","false","LIPK"
"0.0","2.9675320315874197E-4","15325","POTEG","false","POTEG"
"0.0","2.1993613380948205E-4","16060","ZNF253","false","ZNF253"
"0.0","4.64813343078687E-5","18968","OSCAR","false","OSCAR"
"0.0","6.510438439494971E-5","18724","DPPA5","false","DPPA5"
"0.0","1.1527905401618301E-4","17477","TEX40","false","TEX40"
"0.0","0.009295462824221966","4656","FAM110D","false","FAM110D"
"0.0","0.002584694465584479","10083","C1orf210","false","C1orf210"
"0.0","1.9610016977760004E-4","16351","GBX2","false","GBX2"
"0.0","7.167965880467156E-5","18545","PLSCR5","false","PLSCR5"
"0.0","3.2866599656513796E-5","19157","C1orf177","false","C1orf177"
"0.0","2.3683875231733572E-4","15894","COX7A1","false","COX7A1"
"0.0","6.599613667219822E-7","19583","C2orf66","false","C2orf66"
"0.0","3.17659178703034E-5","19177","PCDHB18","false","PCDHB18"
"0.0","1.0280251767485369E-5","19467","HS3ST6","false","HS3ST6"
"0.0","2.8958060558109403E-5","19219","SUN3","false","SUN3"
"0.0","0.004566449471764026","8218","KLRB1","false","KLRB1"
"0.0","3.989376147279993E-4","14472","MFNG","false","MFNG"
"0.0","2.2320433769857878E-4","16025","NKAIN3","false","NKAIN3"
"0.0","5.7004702472732685E-5","18843","SLAMF9","false","SLAMF9"
"0.0","4.7683618274619075E-4","14002","MAMDC4","false","MAMDC4"
"0.0","7.48837991470263E-5","18488","C2orf27A","false","C2orf27A"
"0.0","4.2164387055584944E-4","14339","LYZL6","false","LYZL6"
"0.0","1.5701147422086145E-4","16785","GLT6D1","false","GLT6D1"
"0.0","0.0037097095038956455","9229","SPAG11A","false","SPAG11A"
"0.0","1.383078428350746E-4","17132","DEFB116","false","DEFB116"
"0.0","1.4812514829834185E-4","16996","OR10A4","false","OR10A4"
"0.0","3.2310836624033554E-5","19169","TRIM6-TRIM34","false","TRIM6-TRIM34"
"0.0","0.004635423310086212","8112","PI15","false","PI15"
"0.0","0.004076907116492147","8866","C3orf49","false","C3orf49"
"0.0","0.0040293099445818095","8920","TEX30","false","TEX30"
"0.0","1.992418713972311E-4","16323","ANKRD20A2","false","ANKRD20A2"
"0.0","7.144618140138664E-5","18547","DEFB114","false","DEFB114"
"0.0","0.008060833507081996","5411","LOC100128554","false","LOC100128554"
"0.0","2.529975420718918E-4","15733","LINC01565","false","LINC01565"
"0.0","0.004207695114222334","8698","MMP19","false","MMP19"
"0.0","2.836882760601356E-4","15434","MS4A10","false","MS4A10"
"0.0","1.0381216503918549E-4","17946","RARRES2","false","RARRES2"
"0.0","0.004393004908129084","8463","PRELID2","false","PRELID2"
"0.0","0.004166070554860673","8753","TMEM257","false","TMEM257"
"0.0","1.4274588132569775E-4","17077","C15orf32","false","C15orf32"
"0.0","3.2907436398894294E-4","15022","DEFB107A","false","DEFB107A"
"0.0","8.221353142632138E-7","19572","TSPY8","false","TSPY8"
"0.0","1.476046675594578E-4","17002","OR2T10","false","OR2T10"
"0.0","2.570057037962682E-4","15694","C10orf91","false","C10orf91"
"0.0","0.0037624526980751132","9177","UMODL1","false","UMODL1"
"0.0","3.1448200785836645E-4","15147","TAS2R42","false","TAS2R42"
"0.0","1.8227914003426766E-4","16507","RLN2","false","RLN2"
"0.0","3.4951504500049525E-4","14854","PRAMEF9","false","PRAMEF9"
"0.0","9.352515268591095E-5","18174","CDCP2","false","CDCP2"
"0.0","0.0037558804673538805","9182","LGI2","false","LGI2"
"0.0","4.06631121565982E-4","14436","RETNLB","false","RETNLB"
"0.0","3.3385978942407373E-4","14973","OR1D4","false","OR1D4"
"0.0","3.2431511613016744E-5","19166","LOC613266","false","LOC613266"
"0.0","3.1532622549876094E-4","15142","CEACAM16","false","CEACAM16"
"0.0","1.9988045678760122E-4","16315","OR8B8","false","OR8B8"
"0.0","1.1248719967520106E-5","19448","RSPH4A","false","RSPH4A"
"0.0","5.16781307119609E-4","13788","CELA2A","false","CELA2A"
"0.0","1.6726151252088105E-4","16667","NXNL2","false","NXNL2"
"0.0","2.390066280173165E-4","15877","PMCH","false","PMCH"
"0.0","1.5549841678255978E-4","16804","LINC00346","false","LINC00346"
"0.0","1.3851375172518462E-4","17129","ASIC5","false","ASIC5"
"0.0","4.7596165993983965E-4","14010","NXPH1","false","NXPH1"
"0.0","2.319573366726627E-4","15939","ADAM18","false","ADAM18"
"0.0","0.010032702919100602","4281","C2CD4B","false","C2CD4B"
"0.0","3.8821526051603905E-4","14548","OR13G1","false","OR13G1"
"0.0","5.513599243977022E-4","13598","DEFB135","false","DEFB135"
"0.0","0.005760051373128985","6815","ZHX1-C8orf76","false","ZHX1-C8orf76"
"0.0","1.9998895930804477E-4","16313","GBX1","false","GBX1"
"0.0","3.3796978724746684E-7","19595","FOLR2","false","FOLR2"
"0.0","2.676561232056517E-4","15570","DEFB106A","false","DEFB106A"
"0.0","0.0043941428784574545","8461","PABPN1L","false","PABPN1L"
"0.0","0.003845129576913079","9104","FAM150B","false","FAM150B"
"0.0","4.8024095886555287E-4","13972","LRRC17","false","LRRC17"
"0.0","1.3302452502005898E-4","17218","SCGB1C1","false","SCGB1C1"
"0.0","9.056964835614039E-5","18209","C15orf53","false","C15orf53"
"0.0","1.849881654270761E-4","16476","SCRT1","false","SCRT1"
"0.0","4.108321143321412E-5","19044","FABP6","false","FABP6"
"0.0","3.7699495982639297E-4","14635","KIR2DS3","false","KIR2DS3"
"0.0","2.584740041362117E-4","15666","HS3ST4","false","HS3ST4"
"0.0","1.5360740390812466E-4","16831","TPPP2","false","TPPP2"
"0.0","2.2064521960706742E-4","16052","TPM3P9","false","TPM3P9"
"0.0","3.5337395359737845E-4","14820","CPQ","false","CPQ"
"0.0","3.2639367160030447E-4","15042","SLC28A2","false","SLC28A2"
"0.0","2.235058205832969E-5","19298","POM121L1P","false","POM121L1P"
"0.0","1.9664585370409338E-4","16346","GPR34","false","GPR34"
"0.0","1.8579077157564656E-5","19349","PTX4","false","PTX4"
"0.0","1.774483570472654E-4","16549","NPAP1","false","NPAP1"
"0.0","0.0034859307045818915","9434","PIP5K1P1","false","PIP5K1P1"
"0.0","8.227108939232617E-5","18347","OR5C1","false","OR5C1"
"0.0","0.004472512473993158","8357","OR52B2","false","OR52B2"
"0.0","1.9228939430992523E-5","19341","NUGGC","false","NUGGC"
"0.0","0.001366258964677749","11331","SPDYE7P","false","SPDYE7P"
"0.0","1.8156424413573149E-4","16518","LAG3","false","LAG3"
"0.0","1.1496728034032411E-5","19443","RPL23AP64","false","RPL23AP64"
"0.0","0.004033688697049174","8913","C1orf158","false","C1orf158"
"0.0","7.999947971728778E-5","18379","AWAT2","false","AWAT2"
"0.0","3.4048315605014523E-4","14920","C17orf78","false","C17orf78"
"0.0","3.90115671550509E-5","19067","OR52K2","false","OR52K2"
"0.0","0.0038787040544635944","9065","IL20","false","IL20"
"0.0","2.464567927482003E-5","19259","STPG1","false","STPG1"
"0.0","0.008623186895879171","5029","CDHR4","false","CDHR4"
"0.0","9.147028397813936E-5","18196","TXNDC8","false","TXNDC8"
"0.0","2.3679631381043112E-4","15896","SLC26A4","false","SLC26A4"
"0.0","0.003851176103794406","9098","DEFB125","false","DEFB125"
"0.0","2.7585203538505105E-4","15492","TSPAN16","false","TSPAN16"
"0.0","0.0034094243696795564","9504","AGBL4","false","AGBL4"
"0.0","3.682470583984427E-4","14704","GAGE8","false","GAGE8"
"0.0","0.015823402275961358","2240","CMKLR1","false","CMKLR1"
"0.0","8.391459591538817E-5","18320","ARSH","false","ARSH"
"0.0","0.004133215303177088","8793","OCLM","false","OCLM"
"0.0","1.5686024463787296E-4","16788","C1orf146","false","C1orf146"
"0.0","1.3410378236663327E-6","19557","OR56B4","false","OR56B4"
"0.0","8.367611341031843E-5","18327","MEGF9","false","MEGF9"
