"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.0011028777345277903","8141","MAP2K4","false","MAP2K4"
"0.0","0.015428714241087061","201","FLNC","true","FLNC"
"0.0","0.008006571575410602","1200","PML","true","PML"
"0.0","0.00684699002455248","1668","APP","true","APP"
"0.0","0.002867278427425684","5280","RBBP8","false","RBBP8"
"0.0","0.0029458571452457604","5155","ZDHHC17","false","ZDHHC17"
"0.0","0.010099593477912953","699","MAPK8","true","MAPK8"
"0.0","0.01201041196879291","419","AKT1","true","AKT1"
"0.0","0.009117711042318533","917","MAPK1","true","MAPK1"
"0.0","0.012901189188416925","337","MAPK14","true","MAPK14"
"0.0","0.0021575159571543792","6272","MAP3K3","false","MAP3K3"
"0.0","0.0010534486793757863","8259","MAPK10","false","MAPK10"
"0.0","0.010019626172349553","711","ITCH","true","ITCH"
"0.0","0.00226266619497091","6153","NBR1","false","NBR1"
"0.0","0.002861982044420693","5291","MAPK9","false","MAPK9"
"0.0","0.009315615439005729","875","VASP","true","VASP"
"0.0","0.002782195494121234","5429","TNFAIP8L1","false","TNFAIP8L1"
"0.0","0.009942338529042145","726","JUN","true","JUN"
"0.0","0.0020590106426857727","6417","MAP2K7","false","MAP2K7"
"0.0","0.006687266637571713","1748","MAP3K1","true","MAP3K1"
"0.0","0.008447254993316911","1079","MAP3K5","true","MAP3K5"
"0.0","0.010715885279204345","590","MAP3K7","true","MAP3K7"
"0.0","5.227626650775157E-4","10204","FBP2","false","FBP2"
"0.0","0.004379896484697138","3345","GEMIN5","false","GEMIN5"
"0.0","0.01703316041650322","162","STX17","true","STX17"
"0.0","0.010319893210696877","661","FLNB","true","FLNB"
"0.0","0.007423982671982554","1412","MAP3K4","true","MAP3K4"
"0.0","4.558540849927408E-4","10644","ALDOB","false","ALDOB"
"0.0","3.5498757098643394E-4","11491","CYLC2","false","CYLC2"
"0.0","1.2937121809230716E-4","14839","KTI12","false","KTI12"
"1.0","0.46326551254329523","44","SRSF9","true","SRSF9"
"0.0","0.0014357411834481771","7477","SIAH2","false","SIAH2"
"0.0","6.700120469567522E-4","9486","MYOZ1","false","MYOZ1"
"1.0","0.3438536982735226","57","SF3A3","true","SF3A3"
"0.0","0.0032368586721527697","4760","SAP30BP","false","SAP30BP"
