"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.001120243770324844","7866","MAP2K4","false","MAP2K4"
"0.0","0.016228511104388353","180","FLNC","true","FLNC"
"0.0","0.010572880447160635","615","PML","true","PML"
"0.0","0.0059414564724029765","2095","APP","false","APP"
"0.0","0.004295206107803525","3306","RBBP8","false","RBBP8"
"0.0","0.0028745657399452985","5139","ZDHHC17","false","ZDHHC17"
"0.0","0.009235243871694842","860","MAPK8","true","MAPK8"
"0.0","0.014159420510635843","249","AKT1","true","AKT1"
"0.0","0.009223514075427998","864","MAPK1","true","MAPK1"
"0.0","0.013315555166611516","307","MAPK14","true","MAPK14"
"0.0","0.004855717468315357","2808","MAP3K3","false","MAP3K3"
"0.0","0.00284348656684889","5192","MAPK10","false","MAPK10"
"0.0","0.007925737105183236","1215","ITCH","true","ITCH"
"0.0","0.0018515238340183946","6638","NBR1","false","NBR1"
"0.0","0.00183639836042078","6658","MAPK9","false","MAPK9"
"0.0","0.00846406632133644","1067","VASP","true","VASP"
"0.0","0.0028125156858442592","5240","TNFAIP8L1","false","TNFAIP8L1"
"0.0","0.011178567599854049","527","JUN","true","JUN"
"0.0","0.0020627447425171238","6314","MAP2K7","false","MAP2K7"
"0.0","0.01023748629964688","665","MAP3K1","true","MAP3K1"
"0.0","0.006671915080641137","1725","MAP3K5","true","MAP3K5"
"0.0","0.009397558919460288","830","MAP3K7","true","MAP3K7"
"0.0","5.495303283131095E-4","9852","FBP2","false","FBP2"
"0.0","0.00613620136633261","1995","GEMIN5","false","GEMIN5"
"0.0","0.010595630041756201","614","STX17","true","STX17"
"0.0","0.010057307623933408","703","FLNB","true","FLNB"
"0.0","0.005950315120921427","2089","MAP3K4","false","MAP3K4"
"0.0","4.284378223641795E-4","10720","ALDOB","false","ALDOB"
"0.0","3.7759794778920955E-4","11130","CYLC2","false","CYLC2"
"0.0","1.3571389614093043E-4","14675","KTI12","false","KTI12"
"1.0","0.46434732703069026","41","SRSF9","true","SRSF9"
"0.0","0.0015713068331262051","7091","SIAH2","false","SIAH2"
"0.0","7.40549763745592E-4","8953","MYOZ1","false","MYOZ1"
"1.0","0.34544910346089075","51","SF3A3","true","SF3A3"
"0.0","0.002377254899223124","5922","SAP30BP","false","SAP30BP"
"1.0","0.47598096658853106","40","PSMD13","true","PSMD13"
"0.0","0.02961225426519126","100","PSMD12","true","PSMD12"
"1.0","0.35403144156799216","48","PSMD3","true","PSMD3"
"0.0","0.0025032041427195044","5754","ANKRD28","false","ANKRD28"
"0.0","0.004676306600391591","2955","NUP133","false","NUP133"
"0.0","0.007279520539421535","1467","IKBKB","true","IKBKB"
"0.0","0.004273244340204817","3324","RPS6KA2","false","RPS6KA2"
"0.0","0.004129182650668014","3475","ANK3","false","ANK3"
"0.0","0.0061717901636962275","1977","ARFGEF2","false","ARFGEF2"
"1.0","0.6678516943663685","27","NUP88","true","NUP88"
"0.0","1.178364494419454E-4","15070","SGCD","false","SGCD"
"0.0","2.528189880195218E-4","12534","SGCG","false","SGCG"
"0.0","0.0037356647479850156","3917","TRIM54","false","TRIM54"
"0.0","0.001676051913223177","6929","AP3S1","false","AP3S1"
"0.0","0.020505656728521345","133","TXNL1","true","TXNL1"
"0.0","0.0020674308947476925","6303","SYNPO2","false","SYNPO2"
"0.0","8.339298427992712E-4","8603","DOCK6","false","DOCK6"
"0.0","0.005330602129971553","2453","HIST2H2BF","false","HIST2H2BF"
"0.0","2.300462032729696E-4","12899","XIRP1","false","XIRP1"
"0.0","4.4060402819915827E-4","10623","MYPN","false","MYPN"
"0.0","0.002947651347270933","5021","ACTN2","false","ACTN2"
"0.0","0.0045293084383591095","3091","TTN","false","TTN"
"0.0","8.170387278732032E-4","8664","NEB","false","NEB"
"0.0","0.001207409342229058","7667","ACTN3","false","ACTN3"
"0.0","0.0033668084125381527","4441","TRIP6","false","TRIP6"
"0.0","9.57082356487073E-4","8236","NEBL","false","NEBL"
"0.0","2.1418437288637572E-4","13160","ANKRD23","false","ANKRD23"
"0.0","8.434666348565864E-4","8577","HOMER1","false","HOMER1"
"0.0","0.003046152330989522","4891","HOMER3","false","HOMER3"
"0.0","0.006765336830584861","1673","MTA2","true","MTA2"
"0.0","2.098580841735671E-4","13249","ANKRD1","false","ANKRD1"
"0.0","0.0018743533979775965","6593","SSFA2","false","SSFA2"
"0.0","3.1933438501043727E-4","11724","HOMER2","false","HOMER2"
"0.0","0.008013126240328985","1183","QARS","true","QARS"
"0.0","0.002532485213603699","5708","DLG1","false","DLG1"
"0.0","0.012624604974142263","357","GNB2L1","true","GNB2L1"
"0.0","0.0031288481126524833","4772","CD27","false","CD27"
"0.0","0.0019919998741551024","6408","PPP1R9B","false","PPP1R9B"
"0.0","0.002748547741959629","5330","SNAPIN","false","SNAPIN"
"0.0","0.0069845980433838545","1579","TOLLIP","true","TOLLIP"
"0.0","6.825577740497727E-4","9202","GOLGA7","false","GOLGA7"
"0.0","6.439334252830174E-4","9378","ZNF446","false","ZNF446"
"0.0","0.0023105631333226622","5992","ZC2HC1C","false","ZC2HC1C"
"0.0","0.007659085887826401","1330","CNNM3","true","CNNM3"
"0.0","0.006454381279100198","1839","WDYHV1","true","WDYHV1"
"0.0","0.008023842012645116","1178","SSSCA1","true","SSSCA1"
"0.0","0.02770452469548506","104","PSMA1","true","PSMA1"
"0.0","8.683882087934734E-4","8489","FAM50B","false","FAM50B"
"0.0","0.008025898127754418","1177","ACTN1","true","ACTN1"
"0.0","0.006204031025093769","1967","PDLIM1","false","PDLIM1"
"0.0","0.0047267765641596775","2913","TPM1","false","TPM1"
"0.0","0.00340390099364155","4390","TNNI1","false","TNNI1"
"0.0","3.220219431135182E-4","11692","MYOZ2","false","MYOZ2"
"0.0","0.009766157253132663","761","ACTN4","true","ACTN4"
"0.0","0.006862434172994595","1635","SP100","true","SP100"
"0.0","0.0052200219989376314","2520","PPP1CB","false","PPP1CB"
"0.0","0.015158019140854304","208","SNAI1","true","SNAI1"
"0.0","0.007996921189746913","1190","HTR1B","true","HTR1B"
"0.0","0.005938195809022548","2098","HIST2H2BE","false","HIST2H2BE"
"0.0","0.009811193934584172","753","RPL35","true","RPL35"
"0.0","7.327940385762505E-5","16330","SPA17","false","SPA17"
"0.0","0.003845212750925468","3794","RPP14","false","RPP14"
