"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","0.001064169066414276","7738","MAP2K4","false","MAP2K4"
"0.0","0.012402074821007626","377","FLNC","true","FLNC"
"0.0","0.007571768886217654","1413","PML","true","PML"
"0.0","0.006583845388604358","1807","APP","true","APP"
"0.0","0.003016262812211992","4948","RBBP8","false","RBBP8"
"0.0","0.001391975832583814","7014","ZDHHC17","false","ZDHHC17"
"0.0","0.01237164477200174","382","MAPK8","true","MAPK8"
"0.0","0.014142579181266214","266","AKT1","true","AKT1"
"0.0","0.007217775265590066","1548","MAPK1","true","MAPK1"
"0.0","0.00944406680435342","846","MAPK14","true","MAPK14"
"0.0","0.004780729430577124","2824","MAP3K3","false","MAP3K3"
"0.0","0.0027572239623437638","5409","MAPK10","false","MAPK10"
"0.0","0.006719319676043008","1751","ITCH","true","ITCH"
"0.0","0.002204258624399774","6042","NBR1","false","NBR1"
"0.0","0.002792732179128306","5355","MAPK9","false","MAPK9"
"0.0","0.006873038553538816","1687","VASP","true","VASP"
"0.0","0.0027881188853127368","5365","TNFAIP8L1","false","TNFAIP8L1"
"0.0","0.00813051880111873","1206","JUN","true","JUN"
"0.0","0.002038261527110616","6212","MAP2K7","false","MAP2K7"
"0.0","0.010069024686010774","699","MAP3K1","true","MAP3K1"
"0.0","0.008366136654159397","1116","MAP3K5","true","MAP3K5"
"0.0","0.010138016105881173","690","MAP3K7","true","MAP3K7"
"0.0","5.086024104253989E-4","9920","FBP2","false","FBP2"
"0.0","0.006517145003353175","1841","GEMIN5","true","GEMIN5"
"0.0","0.014754099726975141","234","STX17","true","STX17"
"0.0","0.009442797218040649","847","FLNB","true","FLNB"
"0.0","0.0026281531857134705","5601","MAP3K4","false","MAP3K4"
"0.0","4.082376336961838E-4","10707","ALDOB","false","ALDOB"
"0.0","3.4619391288888933E-4","11259","CYLC2","false","CYLC2"
"0.0","1.2887894010950822E-4","14688","KTI12","false","KTI12"
"1.0","0.46284611073109","42","SRSF9","true","SRSF9"
"0.0","0.0013905901931749005","7016","SIAH2","false","SIAH2"
"0.0","6.588527873866807E-4","9106","MYOZ1","false","MYOZ1"
"0.0","0.010732652265295092","595","SF3A3","true","SF3A3"
"0.0","0.0032731512545031735","4546","SAP30BP","false","SAP30BP"
"1.0","0.4784462267990724","40","PSMD13","true","PSMD13"
"0.0","0.029862735882178575","100","PSMD12","true","PSMD12"
"1.0","0.35618620255166944","51","PSMD3","true","PSMD3"
"0.0","0.0023670233158216837","5885","ANKRD28","false","ANKRD28"
"0.0","0.003358697461679495","4429","NUP133","false","NUP133"
"0.0","0.0065775699955714665","1811","IKBKB","true","IKBKB"
"0.0","0.00397943741892615","3583","RPS6KA2","false","RPS6KA2"
"0.0","0.00299836581874851","4976","ANK3","false","ANK3"
"0.0","0.0034561931764272797","4271","ARFGEF2","false","ARFGEF2"
"0.0","0.0024493323240771018","5807","NUP88","false","NUP88"
"0.0","9.754518212325565E-5","15518","SGCD","false","SGCD"
"0.0","2.618731829230924E-4","12254","SGCG","false","SGCG"
"0.0","0.0030646531733912793","4881","TRIM54","false","TRIM54"
"0.0","0.0016240269440714731","6652","AP3S1","false","AP3S1"
"0.0","0.01770650818683461","165","TXNL1","true","TXNL1"
"0.0","5.131186360350842E-4","9902","SYNPO2","false","SYNPO2"
"0.0","0.0047769184901680865","2827","DOCK6","false","DOCK6"
"0.0","0.005367713501500024","2453","HIST2H2BF","false","HIST2H2BF"
"0.0","2.1496100123123278E-4","12997","XIRP1","false","XIRP1"
"0.0","4.240822632816477E-4","10541","MYPN","false","MYPN"
"0.0","0.0018655741131526303","6393","ACTN2","false","ACTN2"
"0.0","0.00495028529505971","2713","TTN","false","TTN"
"0.0","7.408181617864713E-4","8714","NEB","false","NEB"
"0.0","0.0011483545741982704","7541","ACTN3","false","ACTN3"
"0.0","0.0026415687656736312","5587","TRIP6","false","TRIP6"
"0.0","8.367930674323292E-4","8355","NEBL","false","NEBL"
"0.0","2.0727675591802007E-4","13122","ANKRD23","false","ANKRD23"
"0.0","8.671551987545293E-4","8256","HOMER1","false","HOMER1"
"0.0","0.0030326986579329147","4930","HOMER3","false","HOMER3"
"0.0","0.006036527760486423","2095","MTA2","false","MTA2"
"0.0","0.004611867950043795","2968","ANKRD1","false","ANKRD1"
"0.0","0.001862962283309796","6396","SSFA2","false","SSFA2"
"0.0","3.350714722829539E-4","11372","HOMER2","false","HOMER2"
"0.0","0.006243018394260589","1982","QARS","false","QARS"
"0.0","0.0014348200105258973","6937","DLG1","false","DLG1"
"0.0","0.009744548714618863","775","GNB2L1","true","GNB2L1"
"0.0","0.003082744395455686","4850","CD27","false","CD27"
"0.0","0.0019033196083654456","6359","PPP1R9B","false","PPP1R9B"
"0.0","0.0011374441619384438","7568","SNAPIN","false","SNAPIN"
"0.0","0.00693549993891551","1650","TOLLIP","true","TOLLIP"
"0.0","0.0044405703723712445","3111","GOLGA7","false","GOLGA7"
"0.0","5.984581058986783E-4","9404","ZNF446","false","ZNF446"
"0.0","0.002300410049392515","5948","ZC2HC1C","false","ZC2HC1C"
"0.0","0.003294608700754754","4522","CNNM3","false","CNNM3"
"0.0","0.006405792931733937","1900","WDYHV1","true","WDYHV1"
"0.0","0.008037086673112445","1234","SSSCA1","true","SSSCA1"
"0.0","0.029416742461434484","103","PSMA1","true","PSMA1"
"0.0","0.004386035246551358","3162","FAM50B","false","FAM50B"
"0.0","0.005474774969112533","2403","ACTN1","false","ACTN1"
"0.0","0.0048750981905036584","2768","PDLIM1","false","PDLIM1"
"0.0","0.007127243521182734","1583","TPM1","true","TPM1"
"0.0","0.0033727905280979973","4403","TNNI1","false","TNNI1"
"0.0","2.1796795242353743E-4","12953","MYOZ2","false","MYOZ2"
"0.0","0.0058701087484494385","2176","ACTN4","false","ACTN4"
"0.0","0.006888079487171756","1677","SP100","true","SP100"
"0.0","0.004295384842986181","3253","PPP1CB","false","PPP1CB"
"0.0","0.018026882416478384","157","SNAI1","true","SNAI1"
"0.0","0.007986131018396939","1255","HTR1B","true","HTR1B"
"0.0","0.005742406395310406","2239","HIST2H2BE","false","HIST2H2BE"
"0.0","0.009381316779341599","861","RPL35","true","RPL35"
"0.0","6.721532110537734E-5","16461","SPA17","false","SPA17"
"0.0","6.282768232092878E-4","9264","RPP14","false","RPP14"
"0.0","3.061621675369351E-4","11704","CRADD","false","CRADD"
"0.0","0.003432533815064979","4309","KCNA5","false","KCNA5"
"0.0","5.687526113047629E-4","9574","GRIN2B","false","GRIN2B"
"0.0","0.0029674668784707486","5015","MRPL10","false","MRPL10"
"0.0","0.003537881418939192","4139","SRP9","false","SRP9"
"0.0","0.0011461504746547967","7544","GATA3","false","GATA3"
"0.0","3.2069681576181474E-4","11534","ADAM12","false","ADAM12"
"0.0","0.004115684004991668","3438","TNN","false","TNN"
"0.0","0.0024499964066439558","5806","TPM2","false","TPM2"
"0.0","0.0016047036638693903","6675","MOS","false","MOS"
"0.0","0.004268104519596941","3287","ANGPTL7","false","ANGPTL7"
"0.0","5.985977445772219E-4","9400","CRABP2","false","CRABP2"
"0.0","9.588836418833445E-4","7988","BRMS1L","false","BRMS1L"
"0.0","0.004395668691066703","3153","HIST1H4I","false","HIST1H4I"
"0.0","3.2908204667554295E-4","11432","TCTEX1D2","false","TCTEX1D2"
"0.0","0.0034673182273079793","4248","NCAPH2","false","NCAPH2"
"0.0","0.005824362677263348","2200","C11orf57","false","C11orf57"
"0.0","1.5414784675792898E-4","14156","RGS9","false","RGS9"
"0.0","3.951842424881438E-4","10787","GSTT1","false","GSTT1"
"0.0","2.9483021927798194E-4","11853","KATNAL2","false","KATNAL2"
"0.0","3.266824790591321E-4","11460","MICALL2","false","MICALL2"
"0.0","4.261117079447337E-4","10526","PDLIM3","false","PDLIM3"
"0.0","4.619178991876287E-4","10258","FAM154A","false","FAM154A"
"0.0","7.251300634529702E-4","8786","RTP5","false","RTP5"
"0.0","1.9205679637514708E-4","13401","ATP5G1","false","ATP5G1"
"0.0","0.00413217797532905","3418","CLEC4D","false","CLEC4D"
"0.0","6.264218633666038E-4","9277","MGC50722","false","MGC50722"
"0.0","0.0035736789246359675","4070","SYNPO2L","false","SYNPO2L"
"0.0","4.8631474155933635E-5","17222","ODF3B","false","ODF3B"
"0.0","7.764336827793891E-4","8569","ACVR1","false","ACVR1"
"0.0","0.0023184511554756038","5939","FNTA","false","FNTA"
"0.0","5.763432284663167E-4","9532","BMPR2","false","BMPR2"
