ACTL6A
ACY1
ADK
PARP1
ADRA2B
AP1B1
ALDH3A2
NUDT2
ASAH1
ASCL1
ASS1
ASTN1
ATP1A1
BDNF
CA2
CA8
CACNA1B
CACNA1E
CAMK2B
CASP2
CCNA2
ENTPD1
CDC42
CDK8
CHD3
AP2M1
TPP1
SLC31A1
CTNNA2
DCC
DDX6
DHCR7
DHPS
DIAPH1
DLG4
DYNC1H1
DYNC1I2
DNMT3A
ATN1
E2F3
EEF1B2
EIF2S3
EPB41L1
BPTF
FASN
FDFT1
FGFR2
FOXG1
FOLR1
MTOR
FUCA1
FUT8
GABRB2
GALT
GAMT
GFER
GNB1
GOT2
GRIA1
GRIA2
GRIN1
GRIN2B
BRF1
HTT
HEXA
HIVEP2
HK1
HMGB3
HNRNPK
HNRNPU
NDST1
INPP4A
STT3A
KARS1
KCNA2
KIF5A
LETM1
LRP2
MAB21L1
MAP1B
MCC
MEIS2
MN1
MTF1
PPP1R12A
NAGLU
NF1
NFIB
NSF
NTF4
NR4A2
ODC1
PAX6
CDK16
PDGFRB
PEX6
PGM3
PMM2
PPP2R1A
PPP2R5D
PTEN
PTS
PURA
PYCR1
PCYT2
RAC1
RAC3
RALA
RALGDS
RARS1
KDM5A
DPF2
RGS7
SC5D
SCN1A
SCN3A
SCN8A
ST3GAL3
SLC1A2
SLC1A4
SLC2A1
SLC6A8
SMARCC2
SMARCD1
SOX4
SPR
SURF1
VAMP2
SYT1
TAF1
TAF2
TAF6
TAT
TBCD
TCF20
TH
TRIO
UGP2
UMPS
VIP
VRK1
NSD2
XPA
YY1
YWHAG
ZNF142
PCGF2
RNF113A
CSDE1
TUBA1A
ALDH5A1
KDM5C
TRRAP
H4C3
H4C2
CDK10
PRKRA
KLF7
RNASET2
ALDH4A1
RAB11A
SYNGAP1
ST3GAL5
CACNA1G
WASF1
BRSK2
AP4M1
ZMYM6
RAB11B
GTF3C3
NRXN2
MED23
QKI
PIGB
SETD1A
FRMPD4
HDAC4
TMEM94
EIF4A3
ZBTB24
ZBTB40
MED13
FARSB
PQBP1
CERT1
FRY
AASS
HNRNPR
CNKSR1
STAG1
APC2
DEAF1
PITRM1
RNASEH2A
CTCF
STAG2
RAI1
CHL1
SDCCAG8
MSL3
ASCC3
TLK2
ERLIN2
MAN1B1
PUF60
WDR37
SHANK2
NT5C2
ACIN1
ZNF292
MYT1L
POGZ
KDM6B
CIC
RHOBTB2
FBXW11
SPECC1L
MED13L
AP4E1
BRD4
SUZ12
ACOT9
NUP62
KIF4A
PTPN23
SIN3A
SETBP1
TANC2
KIFBP
FBXL3
SACS
NBEA
ZBTB11
DISC1
PGAP2
DLL1
SETD2
METTL5
PYCR2
SCAPER
RRM2B
KCNK4
ATL1
TMX2
ZDHHC9
RLIM
TBC1D7
PCDH12
PHF21A
WAC
TRAPPC4
ACTL6B
LARP7
ATP8A2
KDM3B
BCL11A
TMCO1
PUS7
AHI1
GON4L
QRICH1
NSUN2
ADPRS
RNF125
OXR1
RBM28
UBR7
LINS1
BBS7
ELP2
VPS53
ZCCHC8
TRMT1
OSGEP
RABL6
PACS1
TBC1D23
ASH1L
NXF5
NXF4
WDR45B
KCNQ5
INPP5E
SNX14
SLC4A10
PRR12
TAOK1
CHD8
FAM160B1
ZNF462
KMT2C
ACE2
ZNF335
PJA1
NSD1
BCL11B
TSEN34
TRAPPC6A
TCTN1
RNASEH2B
SRD5A3
MAP7D3
UBA5
ZC3H14
L2HGDH
TRPM3
NAA15
ARMC9
WDR26
PUS1
TSEN2
COL18A1
LNPK
LMAN2L
TRIM8
SNX27
LAS1L
EIF2A
KAT8
RNASEH2C
COQ5
FAM126A
GPT2
MFSD2A
SERAC1
SHANK3
ALKBH8
PRRT2
C12orf57
ZNF526
RAB39B
TSEN15
MED12L
ARL14EP
METTL23
TBC1D20
PIGU
UROC1
CCBE1
LGI4
SCAMP5
ALG14
TET3
ARL13B
STT3B
PHACTR1
RALGAPA1
CHAMP1
TSEN54
LAMA1
KIF7
USP27X
OR5M1
PTRHD1
MIR17HG
IQSEC3
PET100
